name,Add to List,Social,Format,Episodes,Episode Duration,Status,Season,Average Score,Mean Score,Popularity,Favorites,Studios,Producers,Source,Hashtag,Genres,Romaji,English,Native,Synonyms,Tags,External & Streaming links,Relations,Characters,Staff,Status Distribution,Score Distribution,Trailer,Recommendations
Machikado Mazoku: 2-Choume,"['Machikado Mazoku: 2-Choume', 'The second season of Machikado Mazoku.', '', 'Shamiko, AKA Shadow Mistress Yuuko, aims to break the curse placed on her family by the Clan of Light. Along the way, she forms an unlikely allegiance with Momo, a rival from the Light Clan! They’ll need to work together to find another magical girl who’s gone mysteriously missing, and what this? There’s a dangerous force lurking somewhere in the city, plus Shamiko’s mysterious father might be closer than she thinks?', '', '(Source: Sentai Filmworks)']","['#330 Highest Rated All Time', '#30 Highest Rated 2022']",['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['78%'],['78%'],['16835'],['394'],['J.C. Staff'],"['TBS', 'Pony Canyon', 'Houbunsha', 'Nippon BS Broadcasting', 'Medicos Entertainment', 'Nichion', 'Ray']",['Manga'],['#まちカドまぞく'],"['Comedy', 'Fantasy', 'Mahou Shoujo', 'Slice of Life']",['Machikado Mazoku: 2-Choume'],['The Demon Girl Next Door Season 2'],['まちカドまぞく 2丁目'],"['Machikado Mazoku 2-Chome', '街角魔族 2丁目', '街角魔族 第二季', 'Machikado Mazoku 2nd Season']","['Cute Girls Doing Cute Things', '94%', 'Female Protagonist', '91%', 'Primarily Female Cast', '90%', 'Demons', '88%', 'Urban Fantasy', '87%', 'Magic', '84%', 'Food', '70%', 'Seinen', '68%', 'Henshin', '66%', 'Slapstick', '60%', 'Kuudere', '50%', 'School', '46%', 'Youkai', '43%', 'Coming of Age', '40%', 'Urban', '40%', 'Family Life', '30%', 'Work', '20%', 'Kemonomimi', '20%', 'Parody', '20%', 'Meta', '20%', '4-koma', '20%', 'Show 1 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', 'Niconico Video', '', '', '', '']","['Source', 'Machikado Mazoku', 'Manga · Hiatus', 'Prequel', 'Machikado Mazoku', 'TV · Finished', 'Side Story', 'Machikado Mazoku: 2-Choume Mini', 'ONA · Finished']","['Momo Chiyoda', 'Main', 'Akari Kitou', 'Japanese', 'Yuuko Yoshida', 'Main', 'Konomi Kohara', 'Japanese', 'Narrator', 'Supporting', 'Hideyuki Umezu', 'Japanese', 'Mikan Hinatsuki', 'Supporting', 'Tomoyo Takayanagi', 'Japanese', 'Seiko Yoshida', 'Supporting', 'Sayaka Oohara', 'Japanese', 'Lilith', 'Supporting', 'Minami Takahashi', 'Japanese']","['Izumo Itou', 'Original Creator', 'Hiroaki Sakurai', 'Director', 'Keiichirou Oochi', 'Series Composition', 'Mai Ootsuka', 'Character Design']","['Planning', '7647 Users', 'Completed', '6266 Users', 'Current', '2168 Users', 'Paused', '447 Users']",[],,
Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto,"['Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto', ""Hiyori left her hometown to pursue her passion, track and field, by enrolling in Tokyo's Sakuragaoka High School. Looking for a part-time job in Tokyo, she ended up working as an apprentice manager for her classmates (and LIP×LIP members) Yuujirou Someya and Aizou Shibasaki. The story revolves around the coming-of-age of Hiyori (as she juggles school, extracurricular life, and managing) and LIP×LIP (as they shine on stage)."", '', '(Source: Anime News Network)']","['#69 Highest Rated 2022', '#92 Most Popular 2022']",['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['71%'],['71%'],['14580'],['238'],['Lay-duce'],"['Tamakoshi', 'INCS toenter', 'MusicRay`n', 'Movic', 'Alice', 'Futabasha', 'Marui Group', 'U-NEXT', 'flaggs', 'Lawson Entertainment', 'Laulea Works']",['Other'],['#ヒロインたるもの'],"['Drama', 'Music', 'Slice of Life']",['Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto'],['Heroines Run the Show'],['ヒロインたるもの！〜嫌われヒロインと内緒のお仕事〜'],['To Become a Real Heroine! The Unpopular Girl and the Secret Task'],"['Idol', '95%', 'Female Protagonist', '88%', 'School', '68%', 'Athletics', '68%', 'Primarily Male Cast', '66%', 'Cute Boys Doing Cute Things', '40%', 'Musical', '30%', 'Advertisement', '20%', 'Work', '20%', 'Gyaru', '13%', 'School Club', '13%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Character', 'Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai', 'Movie · Finished', 'Character', 'Kono Sekai no Tanoshimikata: Secret Story Film', 'Movie · Finished', 'Character', 'Jinsei wa Saikou no Himatsubushi', 'Music · Finished', 'Other', 'Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto Mini Anime', 'ONA · Finished']","['Hiyori Suzumi', 'Main', 'Inori Minase', 'Japanese', 'Yuujirou Someya', 'Main', 'Kouki Uchiyama', 'Japanese', 'Aizou Shibasaki', 'Main', 'Nobunaga Shimazaki', 'Japanese', 'Juri Hattori', 'Supporting', 'Ayane Sakura', 'Japanese', 'Chizuru Nakamura', 'Supporting', 'Saori Hayami', 'Japanese', 'Saku Akechi', 'Supporting', 'Hikaru Midorikawa', 'Japanese']","['HoneyWorks', 'Original Creator', 'Noriko Hashimoto', 'Director', 'Yoshimi Narita', 'Series Composition', 'Kaori Ishii', 'Character Design']","['Planning', '6216 Users', 'Completed', '5611 Users', 'Current', '1555 Users', 'Dropped', '824 Users']",[],,
Kunoichi Tsubaki no Mune no Uchi,"['Kunoichi Tsubaki no Mune no Uchi', 'Deep in the mountains in the middle of nowhere lives a group of kunoichi called Akane Class. These kunoichi work hard together to improve their own skills, and they all live by an unbreakable rule: “Contact with men is strictly forbidden.” But everything takes an unexpected turn when Tsubaki, leader of one of the groups, starts experiencing strange feelings whenever the subject of men comes up.', '', '(Source: Crunchyroll)']","['#80 Highest Rated 2022', '#93 Most Popular 2022']",['TV'],['13'],['24 mins'],['Finished'],['Spring 2022'],['69%'],['69%'],['14259'],['248'],['CloverWorks'],"['Aniplex', 'Chuugai Kougyou', 'Good Smile Company', 'Shogakukan', 'BS11', 'ADK Marketing Solutions']",['Manga'],['#くノ一ツバキ'],"['Comedy', 'Supernatural']",['Kunoichi Tsubaki no Mune no Uchi'],['In the Heart of Kunoichi Tsubaki'],['くノ一ツバキの胸の内'],"[""Inside Tsubaki Kunoichi's Heart""]","['Female Protagonist', '96%', 'Ninja', '93%', 'Primarily Female Cast', '88%', 'Cute Girls Doing Cute Things', '88%', 'Primarily Child Cast', '82%', 'Ensemble Cast', '80%', 'Tanned Skin', '52%', 'Twins', '52%', 'Episodic', '50%', 'Slapstick', '43%', 'Gyaru', '42%', 'Rural', '35%', 'Magic', '25%', 'Shounen', '20%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Source', 'Kunoichi Tsubaki no Mune no Uchi', 'Manga · Releasing']","['Tsubaki Kunoichi', 'Main', 'Yuuko Natsuyoshi', 'Japanese', 'Asagao', 'Main', 'Sayumi Suzushiro', 'Japanese', 'Sazanka', 'Main', 'Miyari Nemoto', 'Japanese', 'Rindou', 'Main', 'Konomi Kohara', 'Japanese', 'Tachiaoi', 'Supporting', 'Kana Ichinose', 'Japanese', 'Shion', 'Supporting', 'Ikumi Hasegawa', 'Japanese']","['Souichirou Yamamoto', 'Original Creator', 'Takudai Kakuchi', 'Director', 'Konomi Shugo', 'Series Composition', 'Yousuke Okuda', 'Character Design']","['Completed', '5368 Users', 'Planning', '5050 Users', 'Current', '1868 Users', 'Dropped', '1490 Users']",[],,
"Kono Healer, Mendokusai","['Kono Healer, Mendokusai', 'The story of the series follows Alvin, a knight with saint-like patience for annoying people, and Karla, a dark elf healer with a sharp tongue and a rotten personality who always speaks without thinking first. Together, they form a party and go on fantastical adventures.', '', '(Source: Crunchyroll)']","['#96 Most Popular 2022', '#26 Most Popular Spring 2022']",['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['58%'],['58%'],['12610'],['136'],['Jumondou'],"['KADOKAWA', 'Crunchyroll', 'Nippon Columbia', 'AT-X', 'BS11', 'INCS toenter', 'Kadokawa Media House']",['Manga'],['#このヒーラー #kono_healer'],"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']","['Kono Healer, Mendokusai']","['Don’t Hurt Me, My Healer!']",['このヒーラー、めんどくさい'],,"['Surreal Comedy', '100%', 'Slapstick', '100%', 'Elf', '92%', 'Seinen', '85%', 'Female Protagonist', '82%', 'Tsundere', '79%', 'Magic', '79%', 'Parody', '76%', 'Male Protagonist', '74%', 'Meta', '74%', 'Dungeon', '20%', 'Dancing', '20%', 'Cosplay', '20%', 'Show 5 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube', '', '']","['Source', 'Kono Healer, Mendokusai', 'Manga · Releasing']","['Alvin', 'Main', 'Takuya Satou', 'Japanese', 'Karla', 'Main', 'Aguri Onishi', 'Japanese', 'Kinoko', 'Supporting', 'Asuna Tomari', 'Japanese', 'Oomunekuma', 'Supporting', 'Hiroshi Shirokuma', 'Japanese', 'Ushi', 'Supporting', 'Shou Hayami', 'Japanese', 'Maria Deathflame', 'Supporting', 'Saori Hayami', 'Japanese']","['Tannen ni Hakkou', 'Original Creator', 'Nobuaki Nakanishi', 'Director', 'Fumihiko Shimo', 'Series Composition', 'Chisato Kikunaga', 'Character Design']","['Planning', '4172 Users', 'Completed', '3611 Users', 'Dropped', '2410 Users', 'Current', '1951 Users']",[],,
BIRDIE WING: Golf Girls' Story,"[""BIRDIE WING: Golf Girls' Story"", 'The story centers on two young women golfers named Eve and Aoi Amawashi. The two come from completely different backgrounds, and have the completely opposite play styles, and together they will shake the world of golf.', '', '(Source: Anime News Network)']","['#58 Highest Rated 2022', '#99 Most Popular 2022']",['TV'],['13'],['24 mins'],['Finished'],['Spring 2022'],['72%'],['72%'],['12414'],['266'],['Bandai Namco Pictures'],"['TV Tokyo', 'HTC', 'Bandai', 'Bandai Namco Music Live', 'BANDAI SPIRITS', 'ADK Marketing Solutions', 'Q-Tec']",['Original'],['#バディゴル #BW_golf'],['Sports'],"[""BIRDIE WING: Golf Girls' Story""]","[""BIRDIE WING -Golf Girls' Story-""]","[""BIRDIE WING -Golf Girls' Story-""]",['バーディーウィング ゴルフ ガールズ ストーリー'],"['Golf', '98%', 'Female Protagonist', '92%', 'Primarily Female Cast', '91%', 'Gambling', '74%', 'Primarily Teen Cast', '71%', 'Mafia', '69%', 'LGBTQ+ Themes', '68%', 'Super Power', '65%', 'Gangs', '60%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Sequel', ""BIRDIE WING: Golf Girls' Story Season 2"", 'TV · Not Yet Released']","['Aoi Amawashi', 'Main', 'Asami Seto', 'Japanese', 'Eve', 'Main', 'Akari Kitou', 'Japanese', 'Amane Shinjou', 'Supporting', 'Ami Koshimizu', 'Japanese', 'Lily Lipman', 'Supporting', 'Akira Sekine', 'Japanese', 'Reiya Amuro', 'Supporting', 'Tooru Furuya', 'Japanese', 'Leo Millafoden', 'Supporting', 'Shuuichi Ikeda', 'Japanese']","['Bandai Namco Pictures', 'Original Creator', 'Tamami Ishikawa', 'Original Character Design', 'Masashi Takagi', 'Original Character Design', 'Mayumi Kimura', 'Original Character Design']","['Planning', '5034 Users', 'Completed', '4684 Users', 'Current', '1424 Users', 'Dropped', '899 Users']",[],,
RPG Fudousan,"['RPG Fudousan', ""The story begins 15 years after the demon king was defeated and the world has become peaceful. Kotone, who graduated from school and became a magician, inquired the kingdom-affiliated RPG Real Estate in order to find a new home. In reality, RPG Real Estate was Kotone's place of employment, and together with Fa, a demi-human, the priest Rufuria, and the soldier Rakira, they help support the searches of new homes for the customers with various circumstances.""]",['#28 Most Popular Spring 2022'],['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['63%'],['64%'],['10992'],['147'],['Doga Kobo'],"['KADOKAWA', 'Houbunsha', 'Nippon Columbia', 'AT-X', 'BS Nippon', 'Kadokawa Media House']",['Manga'],['#RPG不動産'],"['Comedy', 'Fantasy', 'Slice of Life']",['RPG Fudousan'],['RPG Real Estate'],['RPG不動産'],,"['Primarily Female Cast', '88%', 'Work', '88%', 'Cute Girls Doing Cute Things', '87%', 'Female Protagonist', '86%', 'Iyashikei', '75%', 'Seinen', '43%', 'Magic', '42%', 'Rural', '26%', '4-koma', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV']","['Source', 'RPG Fudousan', 'Manga · Releasing']","['Kotone Kazairo', 'Main', 'Honoka Inoue', 'Japanese', 'Fa', 'Main', 'Hina Kino', 'Japanese', 'Rakira', 'Main', 'Manaka Iwami', 'Japanese', 'Rufuria', 'Main', 'Natsumi Kawaida', 'Japanese', 'Satona', 'Supporting', 'Youko Hikasa', 'Japanese', 'Seira', 'Supporting', 'Minami Takahashi', 'Japanese']","['Chiyo Kenmotsu', 'Original Creator', 'Tomoaki Koshida', 'Director', 'Yoshiko Nakamura', 'Series Composition', 'Motohiro Taniguchi', 'Character Design']","['Planning', '4008 Users', 'Completed', '3633 Users', 'Current', '1530 Users', 'Dropped', '1455 Users']",[],,
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2,"['Love Live! Nijigasaki Gakuen School Idol Doukoukai 2', 'The second season of Love Live! Nijigasaki Gakuen School Idol Doukoukai.']","['#484 Highest Rated All Time', '#41 Highest Rated 2022']",['TV'],['13'],['24 mins'],['Finished'],['Spring 2022'],['76%'],['76%'],['10328'],['329'],['Sunrise'],"['Bandai Namco Filmworks', 'Bandai Namco Music Live', 'Bushiroad', 'KADOKAWA']",['Multimedia Project'],['#虹ヶ咲 #lovelive'],"['Music', 'Slice of Life']",['Love Live! Nijigasaki Gakuen School Idol Doukoukai 2'],['Love Live! Nijigasaki High School Idol Club Season 2'],['ラブライブ！虹ヶ咲学園スクールアイドル同好会 2'],['เลิฟไลฟ์ ชมรมสคูลไอดอลนิจิกะซากิ ภาค 2'],"['Ensemble Cast', '100%', 'Idol', '97%', 'School Club', '95%', 'Musical', '95%', 'Primarily Female Cast', '93%', 'Female Protagonist', '86%', 'Dancing', '86%', 'Primarily Teen Cast', '86%', 'Cute Girls Doing Cute Things', '64%', 'School', '20%', 'LGBTQ+ Themes', '13%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'Funimation', 'VRV']","['Prequel', 'Love Live! Nijigasaki Gakuen School Idol Doukoukai', 'TV · Finished', 'Sequel', 'Love Live! Nijigasaki Gakuen School Idol Doukoukai OVA (Provisional Title)', 'OVA · Not Yet Released', 'Character', 'TOKIMEKI Runners', 'Music · Finished']","['Karin Asaka', 'Main', 'Miyu Kubota', 'Japanese', 'Setsuna Yuki', 'Main', 'Tomori Kusunoki', 'Japanese', 'Kasumi Nakasu', 'Main', 'Mayu Sagara', 'Japanese', 'Shizuku Ousaka', 'Main', 'Kaori Maeda', 'Japanese', 'Ai Miyashita', 'Main', 'Natsumi Murakami', 'Japanese', 'Rina Tennouji', 'Main', 'Chiemi Tanaka', 'Japanese']","['Hajime Yatate', 'Original Creator', 'Sakurako Kimino', 'Original Plan', 'KLabGames', 'Original Character Design', 'Tomoyuki Kawamura', 'Director']","['Completed', '4635 Users', 'Planning', '3913 Users', 'Current', '1275 Users', 'Paused', '262 Users']",[],,
Healer Girl,"['Healer Girl', 'The world can be healed through music, and these three girls want to make it happen. Meet Kana Fujii, Reimi Itsushiro, and Hibiki Morishima—three healers-in-training at the Karasuma Phoniatric Clinic learning the art of healing patients’ illnesses and injuries by singing. Join them on this musical adventure of kindhearted, powerful miracles sung to heal the world.', '', '(Source: Crunchyroll)']","['#66 Highest Rated 2022', '#20 Highest Rated Spring 2022']",['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['71%'],['71%'],['9342'],['222'],['Studio 3Hz'],"['Bandai Namco Arts', 'Live Viewing Japan']",['Original'],['#ヒーラー・ガール'],"['Music', 'Slice of Life', 'Supernatural']",['Healer Girl'],['Healer Girl'],['ヒーラー・ガール'],,"['Primarily Female Cast', '94%', 'Musical', '94%', 'Female Protagonist', '93%', 'Cute Girls Doing Cute Things', '86%', 'Magic', '81%', 'Iyashikei', '77%', 'Primarily Teen Cast', '60%', 'School', '51%', 'Rural', '40%', 'Maids', '28%', 'LGBTQ+ Themes', '20%', 'Show 2 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Spin Off', 'Healer Girl: espressivo', 'Manga · Releasing']","['Kana Fujii', 'Main', 'Carin Isobe', 'Japanese', 'Reimi Itsushiro', 'Main', 'Marina Horiuchi', 'Japanese', 'Hibiki Morishima', 'Main', 'Akane Kumada', 'Japanese', 'Sonia Yanagi', 'Main', 'Chihaya Yoshitake', 'Japanese', 'Shouko Nagisa', 'Supporting', 'Hisako Toujou', 'Japanese', 'Shinobu Honosaka', 'Supporting', 'Miyu Takagi', 'Japanese']","['Yasuhiro Irie', 'Director', 'Noboru Kimura', 'Series Composition', 'Yukie Akiya', 'Character Design', 'Ryou Akizuki', 'Prop Design']","['Planning', '3526 Users', 'Completed', '3425 Users', 'Current', '1163 Users', 'Dropped', '843 Users']",[],,
Love All Play,"['Love All Play', ""Ryou Mizushima enrolls in junior high and joins the badminton club with great vigor. Although the club didn't have a proper coach, Mizushima improved his skills with his own physical strength by the time he participated in the prefectural tournament. Afterwards, he is approached by the Yokohama Minato High School's badminton coach, Ebihara. Indecisive and timid, Mizushima hesitates to attend such a prestigious school. However, with his elder sister Rika giving him a strong push, he decides to go to Yokohama Minato. Now blessed with a coach and idiosyncratic teammates, Mizushima will gain experience he's lacked till now, and aims to win the inter-high tournament."", '', '(Source: Bilibili TV)']",[],['TV'],['24'],['24 mins'],['Finished'],['Spring 2022'],['61%'],['61%'],['9315'],['101'],"['Nippon Animation', 'OLM']","['Yomiuri TV', 'Poplar', 'Aniplex']",['Novel'],['#ラブオールプレー'],['Sports'],['Love All Play'],['Love All Play'],['ラブオールプレー'],,"['Badminton', '100%', 'Primarily Teen Cast', '80%', 'Male Protagonist', '76%', 'Primarily Male Cast', '72%', 'School Club', '72%', 'School', '66%', 'Twins', '20%', 'POV', '10%']","['Official Site JP', 'Instagram JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube', 'iQ', '', '']","['Adaptation', 'Love All Play', 'Manga · Finished']","['Ryou Mizushima', 'Main', 'Natsuki Hanae', 'Japanese', 'Kouki Matsuda', 'Main', 'Makoto Furukawa', 'Japanese', 'Shouhei Sakaki', 'Main', 'Youhei Azakami', 'Japanese', 'Kento Yusa', 'Main', 'Kishou Taniyama', 'Japanese', 'Youji Higashiyama', 'Main', 'Tetsuya Kakihara', 'Japanese', 'Taichi Higashiyama', 'Main', 'Kenshou Ono', 'Japanese']","['Asami Koseki', 'Original Creator', 'Hiroshi Takeuchi', 'Director', 'Tomoko Konparu', 'Series Composition', 'Riko Kaneda', 'Character Design']","['Planning', '3968 Users', 'Completed', '1953 Users', 'Current', '1697 Users', 'Dropped', '1272 Users']",[],,
Black★★Rock Shooter: DAWN FALL,"['Black★★Rock Shooter: DAWN FALL', ""The year is 2062. Earth has been left in ruin after the failure of a labor automation project when the AI called Artemis waged war against humanity. A girl, Empress, awakens in a research lab. As one of the three surviving guardians, she must destroy the Orbital Elevator before Artemis can complete its construction. Failure will result in a machine army overrunning Earth. However, Artemis' Unmanned Forces and a cult may have motives of their own."", '', '(Source: Disney+)']",[],['TV'],['12'],['24 mins'],['Finished'],['Spring 2022'],['53%'],['54%'],['8046'],['113'],"['Bibury Animation CG', 'Bibury Animation Studios']","['TMS Entertainment', 'Bandai Namco Filmworks', 'Bandai Namco Music Live', 'MAGNET', 'NetEase Games', 'Good Smile Company', 'Movic', 'BS11']",['Multimedia Project'],['#ブラックロックシューター #BRS #BRSDF'],['Action'],['Black★★Rock Shooter: DAWN FALL'],['BLACK ROCK SHOOTER DAWN FALL'],['ブラック★★ロックシューター DAWN FALL'],"['BRS DF', 'Black Rock Shooter: Apokalipsa']","['Post-Apocalyptic', '92%', 'Robots', '88%', 'Cyborg', '79%', 'Artificial Intelligence', '79%', 'Amnesia', '79%', 'Cult', '70%', 'Female Protagonist', '66%', 'Full CGI', '60%', 'Rape', '46%', 'LGBTQ+ Themes', '45%', 'Environmental', '40%', 'Dissociative Identities', '20%', 'Cyberpunk', '20%', 'Alternate Universe', '20%', 'Guns', '20%', 'Military', '20%', 'Tragedy', '20%']","['Official Site JP', 'Facebook JP', 'Twitter JP', 'Disney Plus', 'Hulu', 'Hulu (Dub)', '', '']","['Character', 'Black★Rock Shooter', 'Music · Finished', 'Character', 'Black★Rock Shooter: Innocent Soul', 'Manga · Finished']","['Empress', 'Main', 'Yui Ishikawa', 'Japanese', 'Dead Master', 'Supporting', 'Saori Hayami', 'Japanese', 'Strength', 'Supporting', 'Megumi Han', 'Japanese', 'Monica', 'Supporting', 'Ayaka Asai', 'Japanese', 'Colonel', 'Supporting', 'Takuya Kirimoto', 'Japanese', 'Black Trike', 'Supporting', 'Misaki Kuno', 'Japanese']","['huke', 'Original Character Design', 'Motoki Tanaka', 'Director', 'Makoto Fukami', 'Series Composition', 'Ryou Yoshigami', 'Series Composition Assistance']","['Planning', '4742 Users', 'Completed', '1368 Users', 'Current', '933 Users', 'Dropped', '793 Users']",[],,
